ResourceName,StandardName,Definition,SourceURL
Member,SourceSystemName,The name of the immediate record provider. The system from which the record was directly received. The legal name of the company.,https://dd.reso.org/DD2.0/Member/SourceSystemName/
Member,SyndicateTo,"When permitted by the broker, the options made by the individual agent on where they would like their listings syndicated (i.e., Zillow, Trulia, Realtor.com, Homes.com, etc.).",https://dd.reso.org/DD2.0/Member/SyndicateTo/
Member,UniqueLicenseeIdentifier,The Unique Licensee Identifier (ULI) represents a single ID for a licensed real estate agent. It differs from the National Association of REALTORS® NRDS ID in that being a REALTOR is not a requirement.,https://dd.reso.org/DD2.0/Member/UniqueLicenseeIdentifier/
MemberAssociation,Association,The Association of the MemberAssociation record.,https://dd.reso.org/DD2.0/MemberAssociation/Association/
MemberAssociation,AssociationKey,The unique identifier for the association record.,https://dd.reso.org/DD2.0/MemberAssociation/AssociationKey/
MemberAssociation,AssociationMlsId,"The local, well-known identifier for the association of REALTORS®. This value may not be unique, specifically in the case of aggregation systems, and it should be the identifier from the original system.",https://dd.reso.org/DD2.0/MemberAssociation/AssociationMlsId/
MemberAssociation,AssociationNationalAssociationId,The national association ID of the association as known by the national association.,https://dd.reso.org/DD2.0/MemberAssociation/AssociationNationalAssociationId/
MemberAssociation,AssociationStaffYN,Determines whether or not the record is associated with an association employee.,https://dd.reso.org/DD2.0/MemberAssociation/AssociationStaffYN/
MemberAssociation,HistoryTransactional,A collection of history items related to the MemberAssociation record.,https://dd.reso.org/DD2.0/MemberAssociation/HistoryTransactional/
MemberAssociation,Member,The member of the MemberAssociation record.,https://dd.reso.org/DD2.0/MemberAssociation/Member/
MemberAssociation,MemberAssociationBillStatus,The billing status of the member.,https://dd.reso.org/DD2.0/MemberAssociation/MemberAssociationBillStatus/
MemberAssociation,MemberAssociationBillStatusDescription,The description of the billing status of the member.,https://dd.reso.org/DD2.0/MemberAssociation/MemberAssociationBillStatusDescription/
MemberAssociation,MemberAssociationDuesPaidDate,The last date the member paid dues.,https://dd.reso.org/DD2.0/MemberAssociation/MemberAssociationDuesPaidDate/
MemberAssociation,MemberAssociationJoinDate,The date the member joined the association.,https://dd.reso.org/DD2.0/MemberAssociation/MemberAssociationJoinDate/
MemberAssociation,MemberAssociationModificationDateTime,The modification date for the record.,https://dd.reso.org/DD2.0/MemberAssociation/MemberAssociationModificationDateTime/
MemberAssociation,MemberAssociationOrientationDate,The date the member underwent orientation with the association.,https://dd.reso.org/DD2.0/MemberAssociation/MemberAssociationOrientationDate/
MemberAssociation,MemberAssociationPrimaryIndicator,"An indicator showing whether the member's association membership status is primary, secondary, or not applicable (i.e., P, S, X).",https://dd.reso.org/DD2.0/MemberAssociation/MemberAssociationPrimaryIndicator/
MemberAssociation,MemberAssociationStatus,"States if the account is active, inactive or under disciplinary action.",https://dd.reso.org/DD2.0/MemberAssociation/MemberAssociationStatus/
MemberAssociation,MemberAssociationStatusDate,The date of change of the member's status in relation to the association.,https://dd.reso.org/DD2.0/MemberAssociation/MemberAssociationStatusDate/
MemberAssociation,MemberKey,"A unique identifier for this record from the immediate source. This is the string key and the local key of the system. When records are received from other systems, a local key is commonly applied. If conveying the original keys from the source or originating systems, see SourceSystemMemberKey and OriginatingSystemMemberKey.",https://dd.reso.org/DD2.0/MemberAssociation/MemberKey/
MemberAssociation,MemberLocalDuesWaivedYN,Determines whether or not the member's association dues are waived at the local level.,https://dd.reso.org/DD2.0/MemberAssociation/MemberLocalDuesWaivedYN/
MemberAssociation,MemberMlsId,"The local, well-known identifier for the member. This value may not be unique, specifically in the case of aggregation systems, and it should be the identifier from the original system.",https://dd.reso.org/DD2.0/MemberAssociation/MemberMlsId/
MemberAssociation,MemberNationalDuesWaivedYN,Determines whether or not the member's association dues are waived at the national level.,https://dd.reso.org/DD2.0/MemberAssociation/MemberNationalDuesWaivedYN/
MemberAssociation,MemberStatelDuesWaivedYN,Determines whether or not the member's association dues are waived at the state level.,https://dd.reso.org/DD2.0/MemberAssociation/MemberStatelDuesWaivedYN/
MemberAssociation,ModificationTimestamp,The date/time the MemberAssociation record was last modified.,https://dd.reso.org/DD2.0/MemberAssociation/ModificationTimestamp/
MemberAssociation,OriginalEntryTimestamp,The date/time the record was originally input into the source system.,https://dd.reso.org/DD2.0/MemberAssociation/OriginalEntryTimestamp/
MemberAssociation,OriginatingSystem,The originating system of the MemberAssociation record.,https://dd.reso.org/DD2.0/MemberAssociation/OriginatingSystem/
MemberAssociation,OriginatingSystemId,"The RESO Unique Organization Identifier (UOI) OrganizationUniqueId of the originating record provider. The originating system is the system with authoritative control over the record (e.g., the name of the MLS where the member was input). In cases where the originating system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/MemberAssociation/OriginatingSystemId/
MemberAssociation,OriginatingSystemMemberKey,"The system key, a unique record identifier, from the originating system. The originating system is the system with authoritative control over the record (e.g., the MLS where the member was input). There may be cases where the source system (how the record is received) is not the originating system. See Source System Key for more information.",https://dd.reso.org/DD2.0/MemberAssociation/OriginatingSystemMemberKey/
MemberAssociation,OriginatingSystemName,"The name of the originating record provider, most commonly the name of the MLS. The place where the member is originally input by the member. The legal name of the company.",https://dd.reso.org/DD2.0/MemberAssociation/OriginatingSystemName/
MemberAssociation,SourceSystem,The source system of the MemberAssociation record.,https://dd.reso.org/DD2.0/MemberAssociation/SourceSystem/
MemberAssociation,SourceSystemId,"The RESO Unique Organization Identifier (UOI) OrganizationUniqueId of the source record provider. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/MemberAssociation/SourceSystemId/
MemberAssociation,SourceSystemMemberKey,"The system key, a unique record identifier, from the source system. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/MemberAssociation/SourceSystemMemberKey/
MemberAssociation,SourceSystemName,The name of the immediate record provider. The system from which the record was directly received. The legal name of the company.,https://dd.reso.org/DD2.0/MemberAssociation/SourceSystemName/
MemberStateLicense,HistoryTransactional,A collection of history items related to the MemberStateLicense record.,https://dd.reso.org/DD2.0/MemberStateLicense/HistoryTransactional/
MemberStateLicense,Member,The member of the MemberStateLicense record.,https://dd.reso.org/DD2.0/MemberStateLicense/Member/
MemberStateLicense,MemberKey,"A unique identifier for this record from the immediate source. This is a string that can include a Uniform Resource Identifier (URI) or other forms. This is the local key of the system. When records are received from other systems, a local key is commonly applied. If conveying the original keys from the source or originating systems, see SourceSystemMemberKey and OriginatingSystemMemberKey.",https://dd.reso.org/DD2.0/MemberStateLicense/MemberKey/
